NEW YORK CITY|40.712784|-74.005941
SAN FRANCISCO|37.774929|-122.419416
CHICAGO|41.878114|-87.629798
WASHINGTON (DC)|38.907192|-77.036871
LONDON|51.507351|-0.127758
PARIS|48.856614|2.352222
BEIJING|39.904211|116.407395
MEXICO CITY|19.432608|-99.133208
BUENOS AIRES|-34.603684|-58.381559
CAIRO|30.044420|31.235712
